geneID	GO
TRINITY_DN142267_c1_g1_i2	GO:0005744;GO:0030150
TRINITY_DN142267_c1_g1_i3	GO:0005744;GO:0030150
TRINITY_DN142268_c0_g1_i1	NA
TRINITY_DN142268_c0_g1_i3	NA
TRINITY_DN142268_c1_g6_i2	NA
TRINITY_DN142269_c1_g1_i2	NA
TRINITY_DN142269_c1_g1_i3	NA
TRINITY_DN142270_c1_g5_i1	NA
TRINITY_DN142270_c1_g5_i3	NA
TRINITY_DN142271_c0_g2_i2	GO:0016020;GO:0031982;GO:0043229;GO:0044444
TRINITY_DN142271_c0_g2_i3	GO:0016020;GO:0031982;GO:0043229;GO:0044444
TRINITY_DN142271_c0_g2_i4	NA
TRINITY_DN142271_c0_g2_i5	GO:0016020;GO:0031982;GO:0043229;GO:0044444
TRINITY_DN142271_c0_g2_i6	GO:0016020;GO:0031982;GO:0043229;GO:0044444
TRINITY_DN142272_c0_g4_i1	GO:0000792;GO:0005615;GO:0005634;GO:0005737;GO:0010385;GO:0019904;GO:0047485;GO:0007611;GO:0009314;GO:0016043;GO:0030182;GO:0034641;GO:0044238;GO:0044710;GO:0045892;GO:0048513;GO:0048522;GO:0050905;GO:0065008;GO:1901360;GO:1901564
TRINITY_DN142272_c0_g4_i2	GO:0000792;GO:0005615;GO:0005737;GO:0031981;GO:0000166;GO:0010385;GO:0016787;GO:0019904;GO:0047485;GO:0006796;GO:0006974;GO:0007611;GO:0009314;GO:0016043;GO:0030182;GO:0044260;GO:0044710;GO:0045892;GO:0048513;GO:0048522;GO:0050905;GO:0065008;GO:0090304;GO:1901564
TRINITY_DN142273_c0_g2_i1	NA
TRINITY_DN142273_c1_g1_i1	NA
TRINITY_DN142273_c1_g1_i2	NA
TRINITY_DN142273_c1_g4_i2	GO:0044424;GO:0003700;GO:0097159;GO:0007165
TRINITY_DN142273_c1_g4_i3	GO:0044424;GO:0005488;GO:0009987;GO:0050794
TRINITY_DN142273_c1_g6_i1	NA
TRINITY_DN142274_c0_g1_i2	NA
TRINITY_DN142274_c0_g2_i1	NA
TRINITY_DN142274_c0_g2_i2	NA
TRINITY_DN142274_c0_g2_i3	NA
TRINITY_DN142274_c0_g2_i4	NA
TRINITY_DN142275_c0_g1_i1	NA
TRINITY_DN142275_c0_g1_i2	NA
TRINITY_DN142275_c0_g1_i3	NA
TRINITY_DN142276_c0_g1_i1	NA
TRINITY_DN142276_c0_g2_i1	NA
TRINITY_DN142276_c0_g2_i2	NA
TRINITY_DN142276_c0_g3_i1	NA
TRINITY_DN142277_c1_g2_i1	GO:0005813;GO:0005929;GO:0030992;GO:0042073
TRINITY_DN142277_c1_g2_i5	NA
TRINITY_DN142278_c0_g2_i1	GO:0003676;GO:0046872
TRINITY_DN142278_c0_g2_i2	GO:0005488
TRINITY_DN142278_c0_g2_i3	GO:0005488
TRINITY_DN142279_c0_g1_i1	NA
TRINITY_DN142280_c0_g6_i1	NA
TRINITY_DN142281_c0_g12_i1	GO:0005488;GO:0016779
TRINITY_DN142281_c0_g16_i1	GO:0016740
TRINITY_DN142281_c0_g1_i1	GO:0005736;GO:0001054;GO:0005488;GO:0014032;GO:0048703
TRINITY_DN142281_c0_g2_i2	GO:0005488;GO:0016779
TRINITY_DN142282_c0_g4_i1	NA
TRINITY_DN142282_c0_g4_i3	GO:0005634;GO:0005488;GO:0006357
TRINITY_DN142283_c0_g1_i1	NA
TRINITY_DN142283_c0_g1_i2	NA
TRINITY_DN142283_c0_g1_i4	GO:0016020
TRINITY_DN142283_c0_g1_i5	GO:0016020
TRINITY_DN142283_c0_g1_i6	GO:0016020;GO:0009987;GO:0019538
TRINITY_DN142283_c0_g1_i7	NA
TRINITY_DN142283_c0_g1_i8	GO:0016020
TRINITY_DN142284_c0_g10_i1	NA
TRINITY_DN142284_c0_g11_i1	NA
TRINITY_DN142284_c0_g13_i1	NA
TRINITY_DN142284_c0_g14_i1	NA
TRINITY_DN142284_c0_g19_i1	NA
TRINITY_DN142284_c0_g1_i1	NA
TRINITY_DN142284_c0_g24_i1	NA
TRINITY_DN142284_c0_g28_i1	NA
TRINITY_DN142284_c0_g2_i1	NA
TRINITY_DN142284_c0_g30_i1	NA
TRINITY_DN142284_c0_g6_i1	NA
TRINITY_DN142284_c0_g8_i1	NA
TRINITY_DN142285_c0_g8_i1	NA
TRINITY_DN142285_c0_g9_i2	NA
TRINITY_DN142286_c0_g1_i3	NA
TRINITY_DN142286_c0_g2_i1	NA
TRINITY_DN142286_c0_g2_i2	NA
TRINITY_DN142286_c0_g2_i3	NA
TRINITY_DN142286_c0_g2_i5	NA
TRINITY_DN142287_c0_g7_i1	NA
TRINITY_DN142287_c0_g7_i2	NA
TRINITY_DN142288_c1_g1_i1	NA
TRINITY_DN142288_c1_g1_i2	NA
TRINITY_DN142288_c1_g1_i3	NA
TRINITY_DN142288_c1_g1_i4	NA
TRINITY_DN142289_c1_g11_i1	NA
TRINITY_DN142289_c1_g13_i1	NA
TRINITY_DN142289_c1_g14_i1	NA
TRINITY_DN142289_c1_g14_i3	NA
TRINITY_DN142289_c1_g14_i4	NA
TRINITY_DN142289_c1_g14_i5	NA
TRINITY_DN142290_c1_g2_i1	NA
TRINITY_DN142290_c1_g3_i1	NA
TRINITY_DN142290_c1_g3_i3	NA
TRINITY_DN142291_c11_g5_i1	NA
TRINITY_DN142291_c11_g5_i4	NA
TRINITY_DN142292_c0_g4_i1	GO:0005811;GO:0052689
TRINITY_DN142292_c0_g5_i1	NA
TRINITY_DN142292_c0_g5_i2	NA
TRINITY_DN142293_c2_g11_i1	GO:0005488
TRINITY_DN142293_c2_g15_i1	NA
TRINITY_DN142293_c2_g16_i2	GO:0000166
TRINITY_DN142293_c2_g7_i3	GO:0016459;GO:0003774;GO:0005524;GO:0016491
TRINITY_DN142293_c2_g7_i4	GO:0016459;GO:0003774;GO:0005524
TRINITY_DN142294_c0_g2_i1	NA
TRINITY_DN142295_c0_g2_i1	GO:0016301;GO:0097159;GO:1901363;GO:0016310;GO:0034641;GO:0044267
TRINITY_DN142295_c0_g3_i1	GO:0003913;GO:0006281
TRINITY_DN142296_c2_g3_i1	NA
TRINITY_DN142296_c2_g3_i2	NA
TRINITY_DN142296_c2_g5_i1	NA
TRINITY_DN142296_c2_g5_i2	NA
TRINITY_DN142296_c2_g5_i3	NA
TRINITY_DN142296_c2_g5_i4	NA
TRINITY_DN142296_c2_g5_i5	NA
TRINITY_DN142296_c2_g5_i6	NA
TRINITY_DN142296_c2_g5_i7	NA
TRINITY_DN142297_c0_g4_i1	NA
TRINITY_DN142297_c0_g4_i2	NA
TRINITY_DN142297_c0_g4_i3	GO:0008180
TRINITY_DN142297_c0_g4_i4	NA
TRINITY_DN142298_c0_g1_i1	GO:0005643;GO:0006997;GO:0044699;GO:0044744
TRINITY_DN142299_c0_g4_i1	NA
TRINITY_DN142299_c0_g4_i3	NA
TRINITY_DN142299_c0_g4_i4	NA
TRINITY_DN142299_c1_g2_i1	NA
TRINITY_DN142299_c1_g5_i3	NA
TRINITY_DN142299_c1_g7_i1	NA
TRINITY_DN142300_c0_g2_i1	NA
TRINITY_DN142300_c0_g2_i2	NA
TRINITY_DN142301_c1_g19_i2	NA
TRINITY_DN142302_c0_g2_i1	NA
TRINITY_DN142302_c0_g2_i2	NA
TRINITY_DN142303_c1_g13_i4	NA
TRINITY_DN142303_c1_g19_i4	NA
TRINITY_DN142303_c1_g9_i1	NA
TRINITY_DN142303_c1_g9_i2	NA
TRINITY_DN142304_c0_g1_i1	NA
TRINITY_DN142304_c0_g1_i2	NA
TRINITY_DN142305_c5_g11_i1	NA
TRINITY_DN142305_c5_g12_i1	NA
TRINITY_DN142305_c5_g20_i1	NA
TRINITY_DN142305_c5_g3_i1	NA
TRINITY_DN142305_c5_g4_i1	NA
TRINITY_DN142305_c5_g6_i1	NA
TRINITY_DN142305_c5_g6_i2	NA
TRINITY_DN142305_c5_g7_i1	NA
TRINITY_DN142306_c0_g2_i1	NA
TRINITY_DN142306_c0_g2_i2	NA
TRINITY_DN142306_c0_g2_i3	NA
TRINITY_DN142306_c0_g2_i4	NA
TRINITY_DN142307_c0_g4_i1	NA
TRINITY_DN142307_c0_g4_i2	NA
TRINITY_DN142308_c1_g1_i2	GO:0005849;GO:0005524;GO:0031124
TRINITY_DN142308_c1_g3_i3	GO:0005849;GO:0005524;GO:0031124
TRINITY_DN142308_c1_g3_i4	GO:0005849;GO:0005524;GO:0031124
TRINITY_DN142308_c1_g6_i1	GO:0005849;GO:0005524;GO:0031124
TRINITY_DN142308_c1_g8_i1	GO:0005849;GO:0005524;GO:0031124
TRINITY_DN142309_c0_g1_i1	NA
TRINITY_DN142309_c0_g2_i1	NA
TRINITY_DN142309_c0_g2_i3	NA
TRINITY_DN142309_c0_g2_i4	NA
TRINITY_DN142310_c0_g3_i2	NA
TRINITY_DN142310_c0_g3_i3	NA
TRINITY_DN142310_c0_g3_i4	NA
TRINITY_DN142311_c0_g1_i1	NA
TRINITY_DN142311_c0_g1_i2	NA
TRINITY_DN142311_c0_g1_i3	NA
TRINITY_DN142311_c0_g1_i4	NA
TRINITY_DN142311_c0_g1_i5	NA
TRINITY_DN142312_c1_g12_i1	GO:0045261;GO:0005524;GO:0046933;GO:0015986;GO:0015991
TRINITY_DN142312_c1_g13_i1	NA
TRINITY_DN142312_c1_g16_i1	NA
TRINITY_DN142312_c1_g18_i1	NA
TRINITY_DN142312_c1_g19_i1	NA
TRINITY_DN142312_c1_g26_i1	NA
TRINITY_DN142312_c1_g27_i1	GO:0045261;GO:0005524;GO:0046933;GO:0015986;GO:0015991
TRINITY_DN142312_c1_g28_i1	NA
TRINITY_DN142312_c1_g7_i1	NA
TRINITY_DN142312_c1_g9_i1	NA
TRINITY_DN142313_c0_g1_i1	GO:0003676;GO:0002224
TRINITY_DN142314_c2_g13_i1	GO:0005634;GO:0005737;GO:0070062;GO:0004801;GO:0005975;GO:0006098
TRINITY_DN142314_c2_g5_i2	GO:0005634;GO:0005737;GO:0070062;GO:0004801;GO:0005975;GO:0006098
TRINITY_DN142314_c2_g8_i1	GO:0005634;GO:0005829;GO:0004801;GO:0005975;GO:0006098
TRINITY_DN142315_c0_g10_i1	GO:0016740
TRINITY_DN142315_c0_g7_i3	NA
TRINITY_DN142315_c0_g9_i1	NA
TRINITY_DN142316_c0_g2_i1	NA
TRINITY_DN142317_c0_g1_i1	NA
TRINITY_DN142317_c0_g4_i1	NA
TRINITY_DN142318_c2_g3_i3	NA
TRINITY_DN142319_c0_g1_i1	GO:0016580;GO:0030336
TRINITY_DN142319_c0_g1_i2	NA
TRINITY_DN142319_c0_g2_i1	NA
TRINITY_DN142320_c0_g1_i1	NA
TRINITY_DN142320_c0_g1_i3	NA
TRINITY_DN142320_c1_g2_i3	NA
TRINITY_DN142320_c1_g2_i5	NA
TRINITY_DN142321_c2_g3_i2	NA
TRINITY_DN142321_c2_g3_i3	NA
TRINITY_DN142322_c0_g2_i1	NA
TRINITY_DN142322_c0_g9_i2	NA
TRINITY_DN142324_c1_g2_i1	NA
TRINITY_DN142324_c2_g12_i1	NA
TRINITY_DN142324_c2_g15_i1	NA
TRINITY_DN142324_c2_g17_i1	NA
TRINITY_DN142324_c2_g19_i1	NA
TRINITY_DN142324_c2_g23_i1	NA
TRINITY_DN142324_c2_g5_i1	NA
TRINITY_DN142325_c0_g1_i1	GO:0016491
TRINITY_DN142325_c0_g1_i2	NA
TRINITY_DN142326_c0_g1_i1	GO:0016829;GO:0019752
TRINITY_DN142326_c0_g1_i2	GO:0016831;GO:0030170;GO:0006520
TRINITY_DN142326_c0_g1_i3	GO:0016831;GO:0030170;GO:0006520
TRINITY_DN142326_c0_g1_i4	GO:0016831;GO:0030170;GO:0006520
TRINITY_DN142327_c0_g1_i1	NA
TRINITY_DN142327_c0_g1_i2	NA
TRINITY_DN142327_c0_g1_i3	NA
TRINITY_DN142327_c0_g1_i4	NA
TRINITY_DN142328_c0_g4_i2	NA
TRINITY_DN142328_c0_g7_i1	NA
TRINITY_DN142329_c0_g2_i1	NA
TRINITY_DN142329_c0_g2_i3	NA
TRINITY_DN142329_c0_g2_i4	GO:0070011;GO:0009987;GO:0042981;GO:0044707;GO:0048522
TRINITY_DN142329_c0_g2_i5	GO:0070011;GO:0009987;GO:0042981;GO:0044707;GO:0048522
TRINITY_DN142330_c0_g1_i1	GO:0005874;GO:0003777;GO:0005524;GO:0008017;GO:0072383
TRINITY_DN142330_c0_g1_i2	GO:0005623;GO:0003777;GO:0005524;GO:0008017;GO:0072383
TRINITY_DN142330_c0_g4_i1	GO:0000166;GO:0007018
TRINITY_DN142330_c0_g4_i2	GO:0000166;GO:0007018
TRINITY_DN142331_c0_g2_i2	GO:0003824;GO:0070403
TRINITY_DN142331_c0_g2_i6	GO:0005739;GO:0004407;GO:0043167;GO:0016575
TRINITY_DN142331_c0_g2_i8	GO:0003824;GO:0070403
TRINITY_DN142331_c0_g6_i1	GO:0005759;GO:0008270;GO:0016740;GO:0016811;GO:0034979;GO:0070403;GO:0006471;GO:0006476;GO:0010565;GO:0019216;GO:0019752;GO:0048523
TRINITY_DN142333_c0_g1_i1	GO:0016020;GO:0009987
TRINITY_DN142334_c0_g14_i1	NA
TRINITY_DN142334_c0_g6_i3	NA
TRINITY_DN142336_c0_g3_i1	NA
TRINITY_DN142336_c0_g5_i1	NA
TRINITY_DN142337_c1_g1_i1	NA
TRINITY_DN142337_c1_g1_i2	NA
TRINITY_DN142337_c1_g1_i3	NA
TRINITY_DN142337_c1_g1_i4	NA
TRINITY_DN142337_c1_g1_i5	NA
TRINITY_DN142337_c1_g3_i1	NA
TRINITY_DN142338_c0_g1_i1	NA
TRINITY_DN142338_c0_g2_i1	NA
TRINITY_DN142338_c0_g2_i2	NA
TRINITY_DN142339_c0_g1_i1	GO:0005488
TRINITY_DN142339_c0_g1_i2	GO:0005488
TRINITY_DN142340_c2_g2_i2	NA
TRINITY_DN142340_c2_g2_i3	NA
TRINITY_DN142340_c2_g2_i7	NA
TRINITY_DN142340_c2_g5_i1	NA
TRINITY_DN142340_c2_g5_i4	NA
TRINITY_DN142340_c2_g5_i5	NA
TRINITY_DN142340_c2_g5_i8	NA
TRINITY_DN142340_c2_g6_i1	NA
TRINITY_DN142340_c2_g6_i2	NA
TRINITY_DN142341_c1_g1_i1	NA
TRINITY_DN142341_c1_g2_i1	NA
TRINITY_DN142341_c1_g2_i3	NA
TRINITY_DN142341_c1_g2_i4	NA
TRINITY_DN142341_c1_g2_i5	NA
TRINITY_DN142341_c1_g5_i1	NA
TRINITY_DN142341_c1_g7_i1	NA
TRINITY_DN142342_c0_g5_i1	NA
TRINITY_DN142342_c0_g5_i3	NA
TRINITY_DN142343_c0_g1_i1	NA
TRINITY_DN142343_c0_g1_i2	NA
TRINITY_DN142343_c0_g1_i4	NA
TRINITY_DN142343_c0_g1_i6	NA
TRINITY_DN142344_c0_g2_i1	GO:0005634;GO:0000980;GO:0001102;GO:0003705;GO:0007362;GO:0007390;GO:0007391;GO:0007507;GO:0007521;GO:0008045;GO:0008293;GO:0008407;GO:0035310;GO:0043433;GO:0045944;GO:0046665;GO:0048542;GO:0070983
TRINITY_DN142345_c3_g3_i1	NA
TRINITY_DN142345_c3_g3_i10	NA
TRINITY_DN142345_c3_g3_i11	NA
TRINITY_DN142345_c3_g3_i13	NA
TRINITY_DN142345_c3_g3_i15	NA
TRINITY_DN142345_c3_g3_i16	NA
TRINITY_DN142345_c3_g3_i17	NA
TRINITY_DN142345_c3_g3_i18	NA
TRINITY_DN142345_c3_g3_i19	NA
TRINITY_DN142345_c3_g3_i3	NA
TRINITY_DN142345_c3_g3_i5	NA
TRINITY_DN142345_c3_g3_i9	NA
TRINITY_DN142346_c0_g1_i2	NA
TRINITY_DN142347_c2_g1_i10	NA
TRINITY_DN142347_c2_g1_i2	NA
TRINITY_DN142347_c2_g1_i3	NA
TRINITY_DN142347_c2_g1_i4	NA
TRINITY_DN142347_c2_g1_i8	NA
TRINITY_DN142347_c2_g1_i9	NA
TRINITY_DN142347_c2_g5_i1	NA
TRINITY_DN142347_c2_g5_i2	NA
TRINITY_DN142347_c2_g5_i5	NA
TRINITY_DN142348_c0_g1_i2	NA
TRINITY_DN142348_c0_g1_i3	NA
TRINITY_DN142349_c0_g1_i1	GO:0005634;GO:0005737
TRINITY_DN142350_c1_g2_i1	NA
TRINITY_DN142350_c5_g5_i1	NA
TRINITY_DN142350_c5_g5_i3	NA
TRINITY_DN142350_c5_g5_i4	NA
TRINITY_DN142350_c5_g6_i1	NA
TRINITY_DN142350_c5_g6_i4	NA
TRINITY_DN142350_c5_g8_i1	NA
TRINITY_DN142351_c0_g10_i1	GO:0005488
TRINITY_DN142352_c0_g1_i2	GO:0003676;GO:0046872
TRINITY_DN142353_c0_g10_i2	NA
TRINITY_DN142353_c0_g5_i1	GO:0005488
TRINITY_DN142353_c0_g5_i3	GO:0005488
TRINITY_DN142353_c0_g5_i4	GO:0005488
TRINITY_DN142353_c0_g5_i5	GO:0005488
TRINITY_DN142354_c0_g1_i6	NA
TRINITY_DN142355_c0_g1_i1	NA
TRINITY_DN142355_c0_g1_i2	NA
TRINITY_DN142355_c0_g1_i4	NA
TRINITY_DN142355_c0_g1_i5	NA
TRINITY_DN142356_c0_g1_i1	NA
TRINITY_DN142356_c0_g1_i2	NA
TRINITY_DN142356_c0_g1_i4	GO:0044699
TRINITY_DN142356_c0_g1_i5	GO:0044699
TRINITY_DN142356_c0_g1_i8	NA
TRINITY_DN142356_c0_g8_i1	GO:0044424
TRINITY_DN142356_c0_g8_i2	GO:0044424
TRINITY_DN142357_c0_g3_i2	NA
TRINITY_DN142357_c0_g3_i4	NA
TRINITY_DN142357_c0_g3_i5	NA
TRINITY_DN142357_c1_g1_i1	NA
TRINITY_DN142357_c1_g1_i2	NA
TRINITY_DN142357_c1_g1_i3	NA
TRINITY_DN142357_c1_g3_i2	GO:0005488
TRINITY_DN142357_c1_g3_i3	NA
TRINITY_DN142358_c0_g1_i2	NA
TRINITY_DN142358_c0_g1_i3	NA
TRINITY_DN142358_c0_g1_i4	NA
TRINITY_DN142358_c0_g1_i5	NA
TRINITY_DN142358_c0_g1_i6	NA
TRINITY_DN142359_c1_g4_i1	NA
TRINITY_DN142359_c1_g7_i1	NA
TRINITY_DN142359_c1_g7_i2	NA
TRINITY_DN142359_c1_g7_i4	NA
TRINITY_DN142360_c0_g4_i1	NA
TRINITY_DN142360_c0_g5_i1	NA
TRINITY_DN142361_c0_g13_i1	NA
TRINITY_DN142361_c0_g1_i1	NA
TRINITY_DN142362_c2_g14_i1	GO:0005886;GO:0043005;GO:0005216;GO:0008066;GO:0050794
TRINITY_DN142362_c2_g14_i10	GO:0016020
TRINITY_DN142362_c2_g14_i11	GO:0016020
TRINITY_DN142362_c2_g14_i12	GO:0005886;GO:0043005;GO:0005216;GO:0008066;GO:0050794
TRINITY_DN142362_c2_g14_i2	GO:0005886;GO:0043005;GO:0005216;GO:0008066;GO:0050794
TRINITY_DN142362_c2_g14_i3	GO:0005886;GO:0043005;GO:0005216;GO:0008066;GO:0050794
TRINITY_DN142362_c2_g14_i4	GO:0016021;GO:0043005;GO:0044459;GO:0004970;GO:0005515;GO:0007216
TRINITY_DN142362_c2_g14_i5	NA
TRINITY_DN142362_c2_g14_i6	NA
TRINITY_DN142362_c2_g14_i8	GO:0016020
TRINITY_DN142362_c2_g14_i9	NA
TRINITY_DN142363_c0_g1_i2	NA
TRINITY_DN142363_c0_g1_i4	NA
TRINITY_DN142364_c0_g10_i1	NA
TRINITY_DN142364_c0_g10_i2	NA
TRINITY_DN142364_c0_g10_i3	NA
TRINITY_DN142364_c0_g7_i1	NA
TRINITY_DN142365_c0_g1_i1	NA
TRINITY_DN142365_c0_g1_i2	NA
TRINITY_DN142365_c0_g1_i3	NA
TRINITY_DN142365_c0_g1_i4	NA
TRINITY_DN142365_c0_g1_i5	NA
TRINITY_DN142365_c0_g1_i6	NA
TRINITY_DN142366_c0_g11_i3	NA
TRINITY_DN142366_c0_g11_i4	NA
TRINITY_DN142366_c0_g11_i5	NA
TRINITY_DN142366_c0_g11_i6	NA
TRINITY_DN142366_c0_g12_i1	NA
TRINITY_DN142366_c0_g12_i4	NA
TRINITY_DN142366_c0_g12_i6	NA
TRINITY_DN142367_c1_g14_i2	NA
TRINITY_DN142367_c1_g14_i3	NA
TRINITY_DN142367_c1_g1_i1	NA
TRINITY_DN142367_c1_g1_i3	NA
TRINITY_DN142367_c1_g1_i4	NA
TRINITY_DN142367_c1_g21_i2	NA
TRINITY_DN142368_c1_g1_i1	NA
TRINITY_DN142368_c1_g1_i2	NA
TRINITY_DN142368_c1_g1_i5	NA
TRINITY_DN142369_c0_g3_i2	NA
TRINITY_DN142369_c0_g3_i8	NA
TRINITY_DN142370_c0_g14_i1	GO:0031987;GO:0046331;GO:0050808
TRINITY_DN142370_c0_g2_i2	NA
TRINITY_DN142370_c0_g2_i3	NA
TRINITY_DN142370_c0_g3_i1	GO:0031987;GO:0046331;GO:0050808
TRINITY_DN142371_c4_g15_i3	NA
TRINITY_DN142371_c4_g15_i4	NA
TRINITY_DN142371_c4_g15_i5	NA
TRINITY_DN142372_c0_g1_i1	NA
TRINITY_DN142372_c0_g1_i2	NA
TRINITY_DN142372_c0_g1_i4	NA
TRINITY_DN142373_c0_g7_i2	GO:0016020;GO:0016740
TRINITY_DN142373_c0_g7_i4	GO:0016020;GO:0016740
TRINITY_DN142373_c0_g7_i5	GO:0016020;GO:0016740
TRINITY_DN142373_c0_g7_i7	NA
TRINITY_DN142375_c0_g4_i3	NA
TRINITY_DN142375_c0_g9_i1	NA
TRINITY_DN142376_c0_g8_i1	NA
TRINITY_DN142376_c0_g8_i2	NA
TRINITY_DN142376_c0_g8_i4	NA
TRINITY_DN142376_c0_g8_i5	NA
TRINITY_DN142376_c0_g8_i6	NA
TRINITY_DN142376_c0_g8_i7	NA
TRINITY_DN142377_c1_g4_i1	NA
TRINITY_DN142377_c1_g5_i1	NA
TRINITY_DN142377_c1_g8_i1	GO:0005847;GO:0000166;GO:0003723;GO:0006378
TRINITY_DN142377_c1_g9_i3	GO:0005847;GO:0000166;GO:0003723;GO:0006378
TRINITY_DN142378_c3_g1_i1	GO:0010008;GO:0071013;GO:0005515;GO:0000165;GO:0000398
TRINITY_DN142379_c1_g13_i1	GO:0016787;GO:0046872
TRINITY_DN142379_c1_g2_i2	GO:0016787;GO:0046872
TRINITY_DN142379_c1_g5_i1	GO:0016787;GO:0046872
TRINITY_DN142379_c1_g9_i2	NA
TRINITY_DN142379_c1_g9_i3	NA
TRINITY_DN142380_c0_g6_i1	NA
TRINITY_DN142380_c0_g6_i2	NA
TRINITY_DN142380_c0_g6_i3	NA
TRINITY_DN142381_c1_g5_i1	GO:0016747;GO:0008152
TRINITY_DN142381_c1_g6_i2	GO:0015248;GO:0016747;GO:0032934;GO:0006694;GO:0015914;GO:0030301;GO:0032385
TRINITY_DN142381_c1_g6_i3	GO:0015248;GO:0016747;GO:0032934;GO:0006694;GO:0015914;GO:0030301;GO:0032385
TRINITY_DN142382_c1_g3_i1	GO:0000166;GO:0003676
TRINITY_DN142382_c1_g5_i1	NA
TRINITY_DN142382_c1_g5_i2	NA
TRINITY_DN142382_c1_g5_i3	NA
TRINITY_DN142382_c1_g5_i4	NA
TRINITY_DN142382_c1_g5_i5	NA
TRINITY_DN142383_c2_g1_i1	NA
TRINITY_DN142383_c2_g1_i2	NA
TRINITY_DN142383_c2_g1_i6	NA
TRINITY_DN142383_c3_g11_i1	NA
TRINITY_DN142384_c1_g14_i1	NA
TRINITY_DN142384_c1_g7_i2	NA
TRINITY_DN142384_c1_g7_i5	NA
TRINITY_DN142384_c1_g7_i6	GO:0051213
TRINITY_DN142385_c0_g3_i1	GO:0016021;GO:0008654
TRINITY_DN142385_c0_g3_i2	GO:0016021;GO:0008654
TRINITY_DN142386_c0_g1_i1	NA
TRINITY_DN142386_c0_g1_i2	NA
TRINITY_DN142386_c0_g1_i3	NA
TRINITY_DN142386_c0_g2_i1	GO:0000139;GO:0005634;GO:0005827;GO:0031463;GO:0004842;GO:0031625;GO:0006513;GO:0007080;GO:0007229;GO:0016477;GO:0017145;GO:0035024;GO:0040016;GO:0043149;GO:0043161;GO:0045842;GO:0048208
TRINITY_DN142386_c0_g2_i2	GO:0000139;GO:0005634;GO:0005827;GO:0031463;GO:0004842;GO:0031625;GO:0006513;GO:0007080;GO:0007229;GO:0016477;GO:0017145;GO:0035024;GO:0040016;GO:0043149;GO:0043161;GO:0045842;GO:0048208
TRINITY_DN142387_c0_g1_i1	NA
TRINITY_DN142387_c0_g1_i2	NA
TRINITY_DN142387_c0_g1_i3	NA
TRINITY_DN142388_c0_g1_i1	NA
TRINITY_DN142388_c0_g1_i2	NA
TRINITY_DN142388_c0_g1_i5	NA
TRINITY_DN142389_c0_g1_i1	NA
TRINITY_DN142389_c0_g1_i2	NA
TRINITY_DN142390_c0_g2_i1	NA
TRINITY_DN142391_c1_g7_i1	NA
TRINITY_DN142392_c0_g1_i1	GO:0005887;GO:0034707;GO:0005254;GO:1902476
TRINITY_DN142392_c0_g2_i1	NA
TRINITY_DN142392_c0_g2_i3	NA
TRINITY_DN142392_c0_g2_i4	NA
TRINITY_DN142392_c0_g2_i5	NA
TRINITY_DN142392_c0_g3_i1	GO:0005887;GO:0034707;GO:0005254;GO:1902476
TRINITY_DN142393_c0_g5_i1	NA
TRINITY_DN142393_c0_g5_i2	NA
TRINITY_DN142393_c0_g5_i4	NA
TRINITY_DN142393_c0_g5_i6	NA
TRINITY_DN142394_c15_g1_i1	NA
TRINITY_DN142394_c20_g1_i1	NA
TRINITY_DN142394_c21_g2_i1	NA
TRINITY_DN142394_c21_g2_i7	NA
TRINITY_DN142395_c0_g41_i1	GO:0005737;GO:0005524;GO:0005525;GO:0016887;GO:0043022;GO:0043023
TRINITY_DN142396_c1_g1_i1	NA
TRINITY_DN142396_c1_g1_i2	NA
TRINITY_DN142396_c1_g1_i3	NA
TRINITY_DN142396_c1_g1_i8	NA
TRINITY_DN142397_c0_g7_i2	GO:0005737;GO:0045177;GO:0016757;GO:0001838;GO:0006035;GO:0007430;GO:0007443;GO:0008362;GO:0009611;GO:0035158;GO:0048085;GO:0060439
TRINITY_DN142397_c0_g7_i4	NA
TRINITY_DN142397_c0_g7_i5	NA
TRINITY_DN142398_c0_g2_i1	NA
TRINITY_DN142398_c0_g3_i1	NA
TRINITY_DN142398_c0_g3_i2	NA
TRINITY_DN142398_c0_g3_i3	NA
TRINITY_DN142399_c0_g2_i1	NA
TRINITY_DN142399_c0_g2_i4	NA
TRINITY_DN142399_c0_g2_i5	NA
TRINITY_DN142399_c0_g2_i6	NA
TRINITY_DN142399_c0_g2_i7	NA
TRINITY_DN142399_c0_g2_i8	NA
TRINITY_DN142399_c0_g2_i9	NA
TRINITY_DN142400_c0_g3_i1	NA
TRINITY_DN142400_c0_g3_i2	NA
TRINITY_DN142400_c0_g3_i3	NA
TRINITY_DN142401_c0_g2_i1	NA
TRINITY_DN142402_c3_g2_i1	NA
TRINITY_DN142402_c3_g3_i1	NA
TRINITY_DN142402_c3_g3_i2	NA
TRINITY_DN142402_c5_g4_i1	NA
TRINITY_DN142402_c5_g4_i3	NA
TRINITY_DN142402_c6_g2_i5	NA
TRINITY_DN142403_c0_g3_i1	NA
TRINITY_DN142403_c0_g3_i3	NA
TRINITY_DN142404_c3_g11_i1	NA
TRINITY_DN142404_c3_g11_i2	NA
TRINITY_DN142404_c3_g14_i1	NA
TRINITY_DN142404_c3_g1_i1	NA
TRINITY_DN142404_c3_g2_i1	NA
TRINITY_DN142404_c3_g3_i3	NA
